Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment
3084,65,14,84.50000000000001,3,4,3,343
3085,172,4,36.2,2,1,1,211
3086,270,12,61.74,2,3,2,232
3087,368,6,18.400000000000002,1,2,1,121
3088,27,8,62.800000000000004,4,2,2,422
3089,74,11,94.50000000000001,3,3,3,333
3090,56,22,145.22,4,4,4,444
3092,6,6,39.00000000000001,4,2,1,421
3093,292,2,7.32,1,1,1,111
3094,85,17,105.44999999999999,3,4,3,343
3095,78,16,114.0,3,4,3,343
3096,130,7,48.3,3,2,2,322
3097,142,2,12.4,2,1,1,211
3098,117,4,11.399999999999999,3,1,1,311
3099,165,12,97.6,2,3,3,233
3100,221,12,95.10000000000001,2,3,3,233
3101,13,14,144.10000000000002,4,4,4,444
3102,26,8,139.22000000000003,4,2,4,424
3103,385,4,13.799999999999999,1,1,1,111
3104,209,18,92.15,2,4,3,243
3105,627,2,14.2,1,1,1,111
3106,598,8,75.53999999999999,1,2,3,123
3107,44,14,101.70000000000002,4,4,3,443
3108,645,4,13.850000000000001,1,1,1,111
3109,184,9,92.39999999999999,2,2,3,223
3110,525,6,58.4,1,2,2,122
3111,7,16,113.7,4,4,3,443
3112,225,8,48.2,2,2,2,222
3113,195,12,114.09999999999998,2,3,3,233
3115,427,16,185.54000000000002,1,4,4,144
3116,385,14,141.4,1,4,4,144
3117,91,12,95.5,3,3,3,333
3118,1,7,41.00000000000001,4,2,1,421
3119,185,17,196.79999999999998,2,4,4,244
3120,7,24,243.50000000000003,4,4,4,444
3122,60,24,117.42000000000002,3,4,4,344
3123,380,9,65.10000000000001,1,2,2,122
3124,265,3,5.699999999999999,2,1,1,211
3125,451,4,45.8,1,1,2,112
3126,393,2,8.5,1,1,1,111
3127,392,10,74.8,1,3,2,132
3128,122,17,129.8,3,4,4,344
3129,522,6,69.65,1,2,2,122
3130,242,6,17.5,2,2,1,221
3131,392,4,33.2,1,1,1,111
3132,123,10,75.4,3,3,3,333
3133,5,8,107.80000000000001,4,2,3,423
3134,206,2,9.4,2,1,1,211
3135,157,6,34.22,2,2,1,221
3136,611,2,7.9,1,1,1,111
3137,128,19,123.50000000000001,3,4,4,344
3138,255,13,89.89999999999999,2,3,3,233
3139,253,16,113.66000000000001,2,4,3,243
3140,125,12,100.13,3,3,3,333
3141,44,17,117.4,4,4,4,444
3142,485,11,42.8,1,3,1,131
3143,220,6,37.9,2,2,1,221
3144,136,13,132.51999999999998,3,3,4,334
3145,44,8,61.4,4,2,2,422
3146,551,4,21.799999999999997,1,1,1,111
3147,6,5,30.750000000000004,4,1,1,411
3148,277,11,153.15999999999997,2,3,4,234
3149,704,3,79.5,1,1,3,113
3150,506,6,38.59,1,2,1,121
3151,96,6,45.45,3,2,2,322
3152,36,4,31.500000000000004,4,1,1,411
3153,83,16,96.19999999999999,3,4,3,343
3154,191,11,84.12,2,3,3,233
3155,464,2,20.0,1,1,1,111
3156,150,6,51.0,2,2,2,222
3157,448,7,59.519999999999996,1,2,2,122
3158,452,9,80.4,1,2,3,123
3159,333,7,45.440000000000005,1,2,2,122
3160,238,10,118.25999999999999,2,3,4,234
3161,52,9,83.7,4,2,3,423
3162,207,2,2.6,2,1,1,211
3163,366,4,12.100000000000001,1,1,1,111
3164,91,21,203.76000000000002,3,4,4,344
3165,33,18,177.10000000000002,4,4,4,444
3166,246,14,131.8,2,4,4,244
3167,56,7,85.69999999999999,4,2,3,423
3168,14,12,67.0,4,3,2,432
3169,181,6,43.2,2,2,1,221
3170,27,12,137.4,4,3,4,434
3171,439,3,81.80000000000001,1,1,3,113
3172,304,7,31.0,1,2,1,121
3173,158,2,14.6,2,1,1,211
3174,324,4,11.8,1,1,1,111
3175,37,14,146.20000000000002,4,4,4,444
3176,151,13,100.10000000000001,2,3,3,233
3177,438,4,28.6,1,1,1,111
3178,22,12,47.1,4,3,2,432
3179,284,2,10.5,1,1,1,111
3180,72,36,251.45000000000002,3,4,4,344
3181,17,14,131.70000000000002,4,4,4,444
3182,76,14,162.9,3,4,4,344
3183,145,7,66.1,2,2,2,222
3184,40,14,85.2,4,4,3,443
3185,303,11,89.9,1,3,3,133
3186,35,10,132.79999999999998,4,3,4,434
3188,24,6,30.590000000000003,4,2,1,421
3189,37,17,117.04,4,4,4,444
3190,39,12,107.46,4,3,3,433
3191,0,5,44.089999999999996,4,1,2,412
3193,333,13,90.6,1,3,3,133
3194,241,14,145.80000000000004,2,4,4,244
3195,175,6,46.7,2,2,2,222
3196,56,5,30.439999999999998,4,1,1,411
3197,669,3,19.8,1,1,1,111
3198,190,5,51.00000000000001,2,1,2,212
3199,6,2,33.900000000000006,4,1,1,411
3200,273,8,116.9,2,2,4,224
3201,33,17,212.4,4,4,4,444
3202,46,7,56.4,4,2,2,422
3203,145,12,111.20000000000002,2,3,3,233
3204,236,11,113.62,2,3,3,233
3205,19,13,92.60000000000001,4,3,3,433
3206,78,12,115.91,3,3,4,334
3207,34,15,147.20000000000002,4,4,4,444
3208,40,14,72.99999999999999,4,4,2,442
3209,2,11,49.400000000000006,4,3,2,432
3210,7,8,75.89999999999999,4,2,3,423
3211,91,4,33.0,3,1,1,311
3212,256,4,45.9,2,1,2,212
3213,376,7,70.78999999999999,1,2,2,122
3214,8,15,104.8,4,4,3,443
3215,162,10,96.64,2,3,3,233
3216,321,4,12.0,1,1,1,111
3217,285,6,43.599999999999994,1,2,1,121
3218,567,5,36.1,1,1,1,111
3219,148,7,60.54,2,2,2,222
3220,53,12,60.70000000000001,4,3,2,432
3221,184,23,227.20000000000002,2,4,4,244
3222,147,10,68.22,2,3,2,232
3223,511,3,75.6,1,1,3,113
3224,291,10,112.75999999999999,1,3,3,133
3225,18,18,211.7,4,4,4,444
3226,431,8,104.19999999999999,1,2,3,123
3227,30,15,78.66,4,4,3,443
3228,338,8,97.79999999999998,1,2,3,123
3229,145,12,100.80000000000001,2,3,3,233
3230,350,2,19.6,1,1,1,111
3231,274,5,26.000000000000004,2,1,1,211
3232,12,16,128.45000000000005,4,4,4,444
3233,430,2,39.5,1,1,1,111
3234,136,2,17.1,3,1,1,311
3235,2,7,50.60000000000001,4,2,2,422
3236,179,10,79.19999999999999,2,3,3,233
3237,185,13,76.49999999999999,2,3,3,233
3238,545,8,24.000000000000004,1,2,1,121
3239,33,2,5.9,4,1,1,411
3240,363,4,11.399999999999999,1,1,1,111
3241,101,9,77.60000000000001,3,2,3,323
3242,221,8,33.1,2,2,1,221
3243,727,2,8.9,1,1,1,111
3244,40,6,27.900000000000002,4,2,1,421
3245,22,18,271.8,4,4,4,444
3246,125,22,221.4,3,4,4,344
3247,59,24,165.9,3,4,4,344
3248,194,21,205.44000000000003,2,4,4,244
3249,373,4,52.35,1,1,2,112
3250,262,5,42.1,2,1,1,211
3251,4,21,248.12,4,4,4,444
3252,130,12,60.000000000000014,3,3,2,332
3253,193,4,51.900000000000006,2,1,2,212
3254,72,10,73.92,3,3,2,332
3255,55,17,71.10000000000001,4,4,2,442
3256,153,9,65.3,2,2,2,222
3257,320,11,57.25,1,3,2,132
3258,224,13,130.34,2,3,4,234
3259,119,9,49.919999999999995,3,2,2,322
3260,28,8,80.2,4,2,3,423
3262,22,16,96.39999999999999,4,4,3,443
3263,531,7,47.300000000000004,1,2,2,122
3264,269,10,49.35,2,3,2,232
3265,21,7,55.50000000000001,4,2,2,422
3266,66,22,143.55000000000004,3,4,4,344
3267,346,9,50.2,1,2,2,122
3268,54,16,132.27,4,4,4,444
3269,84,5,26.100000000000005,3,1,1,311
3270,229,2,6.9,2,1,1,211
3271,3,7,72.19999999999999,4,2,2,422
3272,192,4,16.650000000000002,2,1,1,211
3273,95,9,81.4,3,2,3,323
3275,65,8,109.0,3,2,3,323
3276,183,15,151.79999999999998,2,4,4,244
3277,425,7,68.6,1,2,2,122
3278,396,4,38.2,1,1,1,111
3279,399,7,55.690000000000005,1,2,2,122
3280,170,6,77.8,2,2,3,223
3281,66,6,103.7,3,2,3,323
3282,191,11,86.83000000000001,2,3,3,233
3283,181,9,46.4,2,2,2,222
3284,41,16,130.2,4,4,4,444
3285,171,7,69.3,2,2,2,222
3286,7,4,21.6,4,1,1,411
3287,331,13,150.45,1,3,4,134
3288,248,6,25.4,2,2,1,221
3289,4,29,334.15000000000003,4,4,4,444
3290,215,2,10.9,2,1,1,211
3291,150,4,39.9,2,1,1,211
3292,108,6,136.2,3,2,4,324
3293,235,7,25.3,2,2,1,221
3294,180,13,127.04999999999998,2,3,4,234
3295,155,10,85.63000000000001,2,3,3,233
3296,135,14,119.5,3,4,4,344
3297,223,12,124.69999999999999,2,3,4,234
3298,218,10,122.7,2,3,4,234
3299,305,11,166.09999999999997,1,3,4,134
3300,85,11,117.94999999999999,3,3,4,334
3301,249,2,7.1,2,1,1,211
3302,222,6,47.7,2,2,2,222
3303,339,8,44.4,1,2,2,122
3304,30,10,80.30000000000001,4,3,3,433
3305,189,6,37.339999999999996,2,2,1,221
3306,1,16,90.8,4,4,3,443
3307,85,11,48.49999999999999,3,3,2,332
3308,68,28,163.94,3,4,4,344
3309,63,16,71.66999999999999,3,4,2,342
3310,230,11,56.550000000000004,2,3,2,232
3311,182,8,84.66,2,2,3,223
3312,6,9,95.05000000000001,4,2,3,423
3313,266,6,29.400000000000002,2,2,1,221
3314,504,2,21.6,1,1,1,111
3315,41,13,90.5,4,3,3,433
3316,357,7,62.160000000000004,1,2,2,122
3317,184,7,33.71,2,2,1,221
3318,162,4,43.8,2,1,1,211
3319,43,5,34.0,4,1,1,411
3320,627,6,73.4,1,2,2,122
3321,5,14,91.80000000000001,4,4,3,443
3322,80,16,149.79999999999998,3,4,4,344
3323,21,11,96.36,4,3,3,433
3324,128,11,64.5,3,3,2,332
3325,31,13,132.62,4,3,4,434
3326,244,4,31.5,2,1,1,211
3327,240,14,78.53,2,4,3,243
3328,76,11,120.12,3,3,4,334
3329,312,13,112.59999999999997,1,3,3,133
3330,157,5,54.0,2,1,2,212
3331,158,8,43.239999999999995,2,2,1,221
3332,333,5,33.55,1,1,1,111
3333,311,4,11.6,1,1,1,111
3334,241,9,91.0,2,2,3,223
3335,481,4,37.5,1,1,1,111
3336,279,2,22.2,2,1,1,211
3337,203,16,141.85999999999999,2,4,4,244
3338,135,9,69.10000000000001,3,2,2,322
3339,22,9,74.0,4,2,2,422
3341,15,5,43.52,4,1,1,411
3342,191,8,104.49999999999999,2,2,3,223
3343,234,10,94.44000000000001,2,3,3,233
3344,273,12,45.20000000000001,2,3,2,232
3345,91,2,5.2,3,1,1,311
3346,233,6,169.7,2,2,4,224
3347,208,14,135.79999999999998,2,4,4,244
3348,25,14,108.64999999999998,4,4,3,443
3349,536,8,97.79999999999998,1,2,3,123
3350,586,4,11.9,1,1,1,111
3351,77,6,45.199999999999996,3,2,2,322
3352,52,7,38.2,4,2,1,421
3353,138,19,113.35,3,4,3,343
3354,31,15,127.6,4,4,4,444
3355,28,6,103.8,4,2,3,423
3356,221,16,117.3,2,4,4,244
3357,205,9,81.70000000000002,2,2,3,223
3358,276,18,165.89999999999998,2,4,4,244
3359,523,5,41.82,1,1,1,111
3360,46,11,123.39999999999999,4,3,4,434
3361,161,22,240.5,2,4,4,244
3362,578,2,4.6,1,1,1,111
3363,1,13,84.49999999999999,4,3,3,433
3364,107,12,110.4,3,3,3,333
3365,66,15,86.75,3,4,3,343
3366,376,4,28.1,1,1,1,111
3367,671,2,32.800000000000004,1,1,1,111
3368,296,6,76.65,1,2,3,123
3369,1,15,161.84,4,4,4,444
3370,48,11,112.10000000000001,4,3,3,433
3372,673,2,23.8,1,1,1,111
3373,6,4,8.8,4,1,1,411
3374,125,5,64.2,3,1,2,312
3375,248,7,81.5,2,2,3,223
3376,722,3,10.3,1,1,1,111
3377,488,2,14.4,1,1,1,111
3378,351,9,52.199999999999996,1,2,2,122
3379,343,5,61.3,1,1,2,112
3380,49,18,174.3,4,4,4,444
3381,390,4,45.5,1,1,2,112
3382,412,10,59.75,1,3,2,132
3383,412,6,23.1,1,2,1,121
3384,31,10,71.35000000000001,4,3,2,432
3385,185,11,78.32999999999998,2,3,3,233
3386,330,8,27.4,1,2,1,121
3387,234,7,52.120000000000005,2,2,2,222
3389,135,13,148.4,3,3,4,334
3390,29,11,108.03999999999999,4,3,3,433
3391,9,2,28.0,4,1,1,411
3393,53,20,151.14,4,4,4,444
3394,17,7,64.66,4,2,2,422
3395,133,4,17.9,3,1,1,311
3396,230,13,116.80000000000001,2,3,4,234
3397,313,6,48.900000000000006,1,2,2,122
3398,294,11,154.3,1,3,4,134
3399,164,15,69.25999999999999,2,4,2,242
3400,301,12,72.19999999999999,1,3,2,132
3401,93,10,53.4,3,3,2,332
3402,136,21,181.51999999999998,3,4,4,344
3403,623,7,35.92,1,2,1,121
3404,23,4,27.940000000000005,4,1,1,411
3405,261,18,188.10000000000005,2,4,4,244
3406,68,6,51.2,3,2,2,322
3407,280,9,75.49999999999999,2,2,3,223
3408,55,6,16.7,4,2,1,421
3409,19,13,102.2,4,3,3,433
3410,62,14,142.24,3,4,4,344
3411,194,8,52.3,2,2,2,222
3412,338,4,7.800000000000001,1,1,1,111
3413,98,10,50.099999999999994,3,3,2,332
3414,68,13,135.0,3,3,4,334
3415,217,6,59.0,2,2,2,222
3416,45,14,203.79999999999998,4,4,4,444
3417,15,8,34.3,4,2,1,421
3418,292,4,12.4,1,1,1,111
3419,25,10,81.55,4,3,3,433
3420,306,6,60.699999999999996,1,2,2,122
3421,232,11,102.75000000000001,2,3,3,233
3422,521,2,9.8,1,1,1,111
3423,211,8,44.2,2,2,2,222
3424,136,11,61.53999999999999,3,3,2,332
3425,380,6,32.300000000000004,1,2,1,121
3426,66,8,50.8,3,2,2,322
3427,246,9,136.70000000000002,2,2,4,224
3428,289,8,71.0,1,2,2,122
3429,184,18,171.51999999999998,2,4,4,244
3430,258,16,86.8,2,4,3,243
3431,517,2,6.6000000000000005,1,1,1,111
3432,270,4,24.500000000000004,2,1,1,211
3433,90,7,94.89999999999999,3,2,3,323
3434,203,5,23.520000000000003,2,1,1,211
3435,417,10,114.6,1,3,3,133
3436,278,2,11.4,2,1,1,211
3437,331,14,167.22,1,4,4,144
3438,3,16,147.35,4,4,4,444
3439,127,11,74.9,3,3,3,333
3440,9,6,63.9,4,2,2,422
3441,262,6,38.300000000000004,2,2,1,221
3442,46,13,176.3,4,3,4,434
3443,68,8,86.9,3,2,3,323
3444,631,8,117.05999999999999,1,2,4,124
3445,90,6,46.7,3,2,2,322
3447,33,13,78.0,4,3,3,433
3448,460,2,28.2,1,1,1,111
3449,31,8,32.0,4,2,1,421
3450,6,17,131.55999999999997,4,4,4,444
3451,121,8,27.0,3,2,1,321
3452,59,8,60.000000000000014,3,2,2,322
3453,14,4,12.1,4,1,1,411
3454,13,2,11.8,4,1,1,411
3455,42,8,45.7,4,2,2,422
3456,111,13,81.5,3,3,3,333
3457,416,6,64.43,1,2,2,122
3458,139,10,43.9,3,3,2,332
3459,147,9,68.4,2,2,2,222
3460,36,16,123.49999999999999,4,4,4,444
3461,187,6,34.300000000000004,2,2,1,221
3462,45,25,191.48000000000002,4,4,4,444
3463,97,8,61.74000000000001,3,2,2,322
3464,548,4,40.2,1,1,1,111
3465,59,22,223.34,3,4,4,344
3466,386,7,20.7,1,2,1,121
3467,6,13,177.76000000000005,4,3,4,434
3468,46,11,82.2,4,3,3,433
3469,224,16,136.99999999999997,2,4,4,244
3470,87,9,102.13999999999999,3,2,3,323
3471,79,10,90.9,3,3,3,333
3472,244,12,148.8,2,3,4,234
3473,267,6,53.71999999999999,2,2,2,222
3474,127,16,167.40000000000003,3,4,4,344
3475,16,10,33.7,4,3,1,431
3476,185,15,117.67999999999998,2,4,4,244
3477,531,3,35.900000000000006,1,1,1,111
3478,272,2,5.8,2,1,1,211
3479,281,8,81.2,1,2,3,123
3480,237,12,68.8,2,3,2,232
3481,87,16,138.39999999999998,3,4,4,344
3482,518,7,15.800000000000002,1,2,1,121
3483,38,15,177.66,4,4,4,444
3484,39,23,207.31999999999994,4,4,4,444
3485,161,6,63.800000000000004,2,2,2,222
3486,7,12,74.4,4,3,2,432
3487,431,12,45.5,1,3,2,132
3488,9,7,116.65,4,2,4,424
3489,42,15,135.6,4,4,4,444
3490,174,2,4.4,2,1,1,211
3491,65,14,113.80000000000001,3,4,3,343
3493,331,8,51.1,1,2,2,122
3494,179,7,28.450000000000003,2,2,1,221
3495,42,22,217.84999999999997,4,4,4,444
3496,99,10,50.89999999999999,3,3,2,332
3497,36,23,131.00000000000003,4,4,4,444
3498,274,8,137.5,2,2,4,224
3499,240,18,196.03,2,4,4,244
3500,162,17,128.95,2,4,4,244
3501,156,4,16.6,2,1,1,211
3502,477,11,45.519999999999996,1,3,2,132
3503,31,2,4.1,4,1,1,411
3504,55,19,127.08000000000001,4,4,4,444
3505,80,15,143.20000000000002,3,4,4,344
3507,50,18,144.39999999999998,4,4,4,444
3508,137,17,144.60999999999999,3,4,4,344
3509,175,14,156.6,2,4,4,244
3510,362,2,7.3,1,1,1,111
3511,45,14,147.94000000000003,4,4,4,444
3512,43,4,45.699999999999996,4,1,2,412
3513,123,7,52.5,3,2,2,322
3514,382,4,40.0,1,1,1,111
3515,180,12,59.80000000000001,2,3,2,232
3516,17,7,64.7,4,2,2,422
3517,19,22,158.73999999999998,4,4,4,444
3518,65,16,146.35000000000002,3,4,4,344
3519,17,13,76.2,4,3,3,433
3520,51,11,64.67,4,3,2,432
3521,166,8,32.900000000000006,2,2,1,221
3522,98,10,134.2,3,3,4,334
3523,51,16,119.15,4,4,4,444
3524,395,12,89.55,1,3,3,133
3525,319,9,54.7,1,2,2,122
3526,126,10,138.63,3,3,4,334
3527,92,12,92.62,3,3,3,333
3528,134,12,51.55,3,3,2,332
3529,108,15,98.35,3,4,3,343
3530,560,6,85.14,1,2,3,123
3531,123,17,223.5,3,4,4,344
3532,218,6,42.300000000000004,2,2,1,221
3533,495,2,39.300000000000004,1,1,1,111
3534,49,6,64.30000000000001,4,2,2,422
3535,120,15,221.5,3,4,4,344
3536,635,3,20.1,1,1,1,111
3537,97,13,104.4,3,3,3,333
3538,304,6,21.3,1,2,1,121
3539,340,14,124.00000000000001,1,4,4,144
3540,300,7,22.4,1,2,1,121
3541,652,4,44.900000000000006,1,1,2,112
3542,172,4,28.9,2,1,1,211
3543,80,22,244.34000000000003,3,4,4,344
3544,270,10,82.10000000000001,2,3,3,233
3545,30,11,150.4,4,3,4,434
3546,38,8,46.2,4,2,2,422
3547,32,19,157.68999999999997,4,4,4,444
3548,202,15,98.41,2,4,3,243
3549,151,20,121.60000000000001,2,4,4,244
3550,377,8,30.6,1,2,1,121
3551,159,9,60.7,2,2,2,222
3552,119,13,113.16,3,3,3,333
3553,212,6,37.05,2,2,1,221
3554,160,8,54.7,2,2,2,222
3555,442,3,21.200000000000003,1,1,1,111
3556,91,10,89.66,3,3,3,333
3557,163,11,131.63,2,3,4,234
3558,102,17,148.0,3,4,4,344
3559,181,12,84.92,2,3,3,233
3560,92,17,155.6,3,4,4,344
3561,367,8,37.9,1,2,1,121
3562,0,18,204.76,4,4,4,444
3563,35,8,47.300000000000004,4,2,2,422
3564,179,8,40.300000000000004,2,2,1,221
3565,624,3,31.54,1,1,1,111
3566,16,4,18.6,4,1,1,411
3567,87,5,63.5,3,1,2,312
3568,74,8,22.85,3,2,1,321
3569,419,6,27.8,1,2,1,121
3570,119,11,74.69999999999999,3,3,2,332
3571,19,14,140.20000000000002,4,4,4,444
3572,174,4,100.4,2,1,3,213
3573,271,9,112.4,2,2,3,223
3574,55,14,83.9,4,4,3,443
3575,236,11,70.96000000000001,2,3,2,232
3576,594,2,10.0,1,1,1,111
3577,232,7,53.3,2,2,2,222
3578,228,6,36.96,2,2,1,221
3579,0,13,174.6,4,3,4,434
3580,36,4,17.200000000000003,4,1,1,411
3581,5,20,176.2,4,4,4,444
3582,196,19,146.61,2,4,4,244
3583,27,15,106.2,4,4,3,443
3584,13,14,183.1,4,4,4,444
3585,162,4,50.4,2,1,2,212
3586,220,8,89.19999999999999,2,2,3,223
3587,147,11,73.62000000000002,2,3,2,232
3588,15,13,110.7,4,3,3,433
3589,56,13,79.99999999999999,4,3,3,433
3590,214,14,86.53999999999998,2,4,3,243
3591,119,8,98.64999999999999,3,2,3,323
3592,16,14,83.86,4,4,3,443
3593,57,23,268.80000000000007,4,4,4,444
3594,110,4,56.800000000000004,3,1,2,312
3595,13,17,100.1,4,4,3,443
3596,254,12,86.5,2,3,3,233
3597,17,6,120.29999999999998,4,2,4,424
3598,259,4,18.5,2,1,1,211
3599,39,11,84.85,4,3,3,433
3600,34,15,119.92,4,4,4,444
3601,10,8,50.5,4,2,2,422
3602,429,5,24.5,1,1,1,111
3603,334,12,152.04,1,3,4,134
3604,226,15,119.00000000000004,2,4,4,244
3605,269,3,14.5,2,1,1,211
3606,414,2,18.9,1,1,1,111
3607,676,2,11.2,1,1,1,111
3608,33,14,158.66000000000003,4,4,4,444
3609,18,10,81.30000000000001,4,3,3,433
3610,470,4,10.600000000000001,1,1,1,111
3611,320,7,49.15,1,2,2,122
3612,94,14,65.44000000000001,3,4,2,342
3613,86,12,125.23999999999998,3,3,4,334
3614,246,10,88.10000000000001,2,3,3,233
3615,119,10,68.89999999999999,3,3,2,332
3616,420,7,60.900000000000006,1,2,2,122
3617,257,11,133.89999999999998,2,3,4,234
3618,449,4,48.1,1,1,2,112
3619,267,10,83.4,2,3,3,233
3620,195,15,116.0,2,4,4,244
3621,58,18,149.45000000000002,3,4,4,344
3622,2,10,48.4,4,3,2,432
3623,237,4,69.6,2,1,2,212
3624,597,2,14.4,1,1,1,111
3625,439,2,3.4000000000000004,1,1,1,111
3626,567,4,19.8,1,1,1,111
3627,542,4,83.30000000000001,1,1,3,113
3628,516,6,36.16,1,2,1,121
3629,261,13,170.5,2,3,4,234
3630,159,4,46.800000000000004,2,1,2,212
3631,474,2,6.8,1,1,1,111
3632,451,4,25.0,1,1,1,111
3633,1,16,184.44000000000005,4,4,4,444
3634,20,5,16.6,4,1,1,411
3635,17,21,228.32999999999998,4,4,4,444
3636,230,8,28.9,2,2,1,221
3637,8,13,115.3,4,3,4,434
3638,207,4,35.0,2,1,1,211
3639,396,9,85.4,1,2,3,123
3640,83,8,69.64999999999999,3,2,2,322
3641,3,6,32.3,4,2,1,421
3642,309,12,161.45,1,3,4,134
3643,101,15,96.59,3,4,3,343
3644,89,7,73.00000000000001,3,2,2,322
3645,18,11,73.5,4,3,2,432
3646,144,9,90.4,2,2,3,223
3647,302,5,72.19999999999999,1,1,2,112
3648,211,3,46.0,2,1,2,212
3649,192,17,177.20000000000002,2,4,4,244
3650,166,6,66.89999999999999,2,2,2,222
3651,75,21,213.56,3,4,4,344
3652,103,4,15.700000000000001,3,1,1,311
3653,51,11,112.8,4,3,3,433
3654,14,5,19.8,4,1,1,411
3655,317,5,124.60000000000001,1,1,4,114
3656,294,9,110.14999999999999,1,2,3,123
3657,92,20,253.55,3,4,4,344
3658,95,9,77.9,3,2,3,323
3659,192,8,35.96000000000001,2,2,1,221
3660,442,10,77.20000000000002,1,3,3,133
3661,33,12,91.73999999999998,4,3,3,433
3662,27,8,51.0,4,2,2,422
3663,40,19,158.5,4,4,4,444
3664,214,8,67.9,2,2,2,222
3665,98,8,73.96000000000001,3,2,2,322
3666,262,12,62.6,2,3,2,232
3667,382,9,53.6,1,2,2,122
3668,12,13,87.79999999999998,4,3,3,433
3669,323,12,108.48000000000002,1,3,3,133
3670,378,9,137.55,1,2,4,124
3671,80,10,75.86,3,3,3,333
3672,216,13,92.19999999999999,2,3,3,233
3673,125,8,76.94999999999999,3,2,3,323
3674,139,11,50.339999999999996,3,3,2,332
3675,149,11,109.50000000000001,2,3,3,233
3676,67,6,50.49,3,2,2,322
3677,30,13,137.15000000000003,4,3,4,434
3678,541,6,71.2,1,2,2,122
3679,7,21,132.39000000000001,4,4,4,444
3680,36,9,86.12,4,2,3,423
3681,77,10,85.1,3,3,3,333
3682,79,19,158.98000000000002,3,4,4,344
3683,25,14,123.12000000000002,4,4,4,444
3684,139,13,161.30000000000004,3,3,4,334
3685,126,10,128.95000000000002,3,3,4,334
3686,123,9,90.4,3,2,3,323
3687,8,19,136.09000000000003,4,4,4,444
3688,68,15,143.66000000000003,3,4,4,344
3689,154,10,120.1,2,3,4,234
3690,223,12,62.400000000000006,2,3,2,232
3691,128,23,227.35999999999999,3,4,4,344
3692,73,12,149.1,3,3,4,334
3693,44,8,96.49999999999999,4,2,3,423
3694,13,11,50.09999999999999,4,3,2,432
3695,174,8,33.400000000000006,2,2,1,221
3696,423,5,55.1,1,1,2,112
3697,88,11,57.93,3,3,2,332
3698,122,11,67.45,3,3,2,332
3699,18,9,119.8,4,2,4,424
3700,255,3,8.4,2,1,1,211
3701,247,12,147.68,2,3,4,234
3703,197,12,83.5,2,3,3,233
3704,93,12,82.1,3,3,3,333
3705,114,11,62.8,3,3,2,332
3706,408,2,15.3,1,1,1,111
3707,187,4,27.75,2,1,1,211
3708,118,7,25.2,3,2,1,321
3709,65,21,191.84,3,4,4,344
3710,130,8,31.3,3,2,1,321
3711,175,4,26.85,2,1,1,211
3712,10,8,38.82000000000001,4,2,1,421
3713,333,8,93.6,1,2,3,123
3714,571,4,7.65,1,1,1,111
3715,233,7,18.7,2,2,1,221
3716,50,9,70.39999999999999,4,2,2,422
3717,214,10,70.1,2,3,2,232
3718,73,18,140.4,3,4,4,344
3719,13,19,113.10000000000002,4,4,3,443
3720,216,8,33.9,2,2,1,221
3721,179,10,104.01999999999998,2,3,3,233
3722,516,6,28.2,1,2,1,121
3723,291,2,3.9,1,1,1,111
3724,19,6,76.8,4,2,3,423
3725,466,4,33.9,1,1,1,111
3726,218,6,49.50000000000001,2,2,2,222
3727,225,13,143.8,2,3,4,234
3728,48,13,102.35,4,4,3,443
3729,31,8,49.94000000000001,4,2,2,422
3730,156,8,71.25,2,2,2,222
3731,423,9,60.21999999999999,1,2,2,122
3732,24,21,209.02,4,4,4,444
3733,512,4,12.0,1,1,1,111
3734,116,5,21.0,3,1,1,311
3735,32,9,80.69999999999999,4,2,3,423
3736,33,12,72.10000000000001,4,3,2,432
3737,18,33,229.58,4,4,4,444
3738,0,10,35.2,4,3,1,431
3739,146,7,25.6,2,2,1,221
3740,590,2,65.2,1,1,2,112
3741,39,16,139.09999999999997,4,4,4,444
3742,130,4,60.86000000000001,3,1,2,312
3743,238,17,132.5,2,4,4,244
3744,22,12,89.30000000000001,4,3,3,433
3745,126,13,96.44,3,4,3,343
3746,51,13,112.89999999999999,4,4,3,443
3747,309,5,32.6,1,1,1,111
3748,78,11,87.7,3,3,3,333
3749,296,9,134.98000000000002,1,2,4,124
3750,227,6,56.1,2,2,2,222
3751,363,9,99.5,1,2,3,123
3752,131,27,222.36,3,4,4,344
3753,367,6,36.5,1,2,1,121
3754,342,6,61.3,1,2,2,122
3755,93,6,43.900000000000006,3,2,2,322
3756,28,10,80.70000000000002,4,3,3,433
3757,189,18,88.55,2,4,3,243
3758,117,14,105.0,3,4,3,343
3759,113,9,48.019999999999996,3,2,2,322
3760,38,15,64.76,4,4,2,442
3761,95,21,245.10000000000005,3,4,4,344
3762,132,11,71.39999999999999,3,3,2,332
3763,186,13,189.89999999999998,2,4,4,244
3764,50,12,70.80000000000001,4,3,2,432
3765,201,9,88.4,2,2,3,223
3766,52,9,160.11999999999998,4,2,4,424
3767,207,9,43.5,2,2,1,221
3768,84,16,239.90999999999997,3,4,4,344
3769,306,11,125.14999999999999,1,3,4,134
3770,351,3,55.400000000000006,1,1,2,112
3771,374,2,7.3,1,1,1,111
3772,94,8,58.72,3,2,2,322
3773,33,8,87.60000000000001,4,2,3,423
